id,Response
381110,0.0037131679819856697
381111,0.7708847874162097
381112,0.7563205533503174
381113,0.03857844374994904
381114,0.0020620200040181755
381115,0.002099528855085151
381116,0.004149689744426291
381117,0.0029412745934503637
381118,0.7967469045328546
381119,0.011141962805617035
381120,0.005668751966831743
381121,0.6631739980956334
381122,0.0021156638480254943
381123,0.7614718077202428
381124,0.5686320394676765
381125,0.003376785305135604
381126,0.596811348078802
381127,0.7499422918722092
381128,0.0034356489865173226
381129,0.0029718809670626106
381130,0.002136268295379261
381131,0.00243566713473422
381132,0.23263884282199346
381133,0.7438726733149031
381134,0.6850905882051711
381135,0.0021327035205058868
381136,0.0018059783480052585
381137,0.004625604849120981
381138,0.006105167885860965
381139,0.0031493052908546696
381140,0.45016491265882647
381141,0.0014066838551219463
381142,0.0009737640956150396
381143,0.0027287653349363458
381144,0.46714601812832407
381145,0.7304868650107212
381146,0.0014356310064604584
381147,0.1549819847337508
381148,0.004573975456127644
381149,0.003377368380301949
381150,0.7632764040970522
381151,0.7559814593418501
381152,0.002367067260848639
381153,0.759401420334373
381154,0.7767731408609405
381155,0.7876166203365107
381156,0.0015204750358635195
381157,0.16845776092124254
381158,0.7682199699544137
381159,0.5512791746486904
381160,0.7595003400864186
381161,0.02643795822411632
381162,0.002432870316781839
381163,0.7640748600864189
381164,0.0032432346284141803
381165,0.4679943499702683
381166,0.6844639972363975
381167,0.002962700402328246
381168,0.0017854152306814282
381169,0.14193405605747123
381170,0.002748596987805204
381171,0.002493799733538717
381172,0.8114134747431352
381173,0.5095173852940127
381174,0.0018578711250072531
381175,0.00293941746634927
381176,0.002854373533216179
381177,0.7654796324716096
381178,0.590822244428753
381179,0.008637213915249584
381180,0.09661960853359851
381181,0.001995098441562615
381182,0.67534132802606
381183,0.0024923210124925483
381184,0.026564821314795525
381185,0.003151120990858772
381186,0.8230132731889029
381187,0.8597511342900623
381188,0.6218090972725047
381189,0.29243925165815954
381190,0.00455344213968754
381191,0.6487433076928875
381192,0.34775207819873816
381193,0.011120622775546415
381194,0.6270442746318239
381195,0.3063109529926259
381196,0.001958929717484647
381197,0.15415355070913858
381198,0.586671080060508
381199,0.8451001179000583
381200,0.0043735031106702195
381201,0.00689554732955899
381202,0.7642308749568288
381203,0.873535206126725
381204,0.3972728232566822
381205,0.0038088404131518634
381206,0.39489796797041327
381207,0.0019001465752149372
381208,0.17661129460027603
381209,0.0009339324780479978
381210,0.6095104903382553
381211,0.0006454033116205753
381212,0.7979798426527124
381213,0.7372027526244124
381214,0.6469096098380622
381215,0.33149389000483853
381216,0.3863127917449161
381217,0.0027351946976256385
381218,0.781081936109314
381219,0.5912836273723553
381220,0.014876377788766559
381221,0.7466996846830546
381222,0.0022102772341526774
381223,0.003604300770673074
381224,0.4234871300081834
381225,0.8038433650763618
381226,0.7921047220541555
381227,0.7760674954557952
381228,0.18531469203842532
381229,0.694034224751323
381230,0.001475210434773101
381231,0.011463987025911223
381232,0.7853528200438716
381233,0.0029161454208250573
381234,0.7423891289485688
381235,0.005076550746035131
381236,0.5213071035439658
381237,0.0026860042449258267
381238,0.0022560451131408746
381239,0.0015325026489897916
381240,0.0016778396356066313
381241,0.7049006693742091
381242,0.0033795919155369843
381243,0.005054919189891729
381244,0.5097877967078631
381245,0.001432524109299661
381246,0.7623233380136542
381247,0.8074897310845941
381248,0.0021748527910981736
381249,0.4430987353010918
381250,0.0029411474999655397
381251,0.010495248255846695
381252,0.0035525458397856952
381253,0.003349531404597772
381254,0.0019225638179259095
381255,0.6536560431390279
381256,0.7970363130200733
381257,0.0030005514611879096
381258,0.028774052344313454
381259,0.5360140935151336
381260,0.17337378769551062
381261,0.7724030371821432
381262,0.7961411724322582
381263,0.0030567722298452237
381264,0.781186025191071
381265,0.48103986190378467
381266,0.0027429889945819953
381267,0.001169774422371199
381268,0.001546530864179818
381269,0.5232210241883725
381270,0.46408592717161057
381271,0.5767118408146172
381272,0.0041644814761468375
381273,0.00211162333244108
381274,0.002610508090476173
381275,0.06836174687049093
381276,0.3947821206872711
381277,0.01782566546989101
381278,0.6763703400429245
381279,0.8121361903123665
381280,0.0020658284503060976
381281,0.5137925226572222
381282,0.0019060954690056364
381283,0.002347540957645568
381284,0.7286748918964854
381285,0.0025355153158172945
381286,0.003485399513576123
381287,0.012459866448691034
381288,0.7322469283472811
381289,0.7888954552965733
381290,0.7818411210393178
381291,0.5079552488428984
381292,0.5677221416866554
381293,0.0014104207052880373
381294,0.390994394095539
381295,0.003033390511195828
381296,0.8450157576250082
381297,0.0019807139579664026
381298,0.0068513746248210034
381299,0.004501863414021763
381300,0.1373033557802006
381301,0.5975919281974243
381302,0.002239651744215159
381303,0.0017825428938435274
381304,0.0025683320846389556
381305,0.18583767765636092
381306,0.7539148767110481
381307,0.0017892941346956072
381308,0.7853941984321985
381309,0.002212574462381752
381310,0.8110769848566611
381311,0.0012490827919879855
381312,0.004488977183476414
381313,0.7996758081468794
381314,0.06478489546072456
381315,0.0019830430994762015
381316,0.7709208371337675
381317,0.14107265507584768
381318,0.7353157186565098
381319,0.004311247383202792
381320,0.4766825858548757
381321,0.7378688057843574
381322,0.5426198049995724
381323,0.06441964052535443
381324,0.0015993575396371833
381325,0.6207940973190678
381326,0.0036609705903590424
381327,0.3834510392588649
381328,0.0018726245885020835
381329,0.5649773753338531
381330,0.005121595782345451
381331,0.6861615139355068
381332,0.0042387996809560985
381333,0.0019769733024964076
381334,0.0031988538136154226
381335,0.0029470716302829668
381336,0.004134955814202955
381337,0.004184349956882009
381338,0.6920275239456466
381339,0.1621481908404281
381340,0.007972198689694891
381341,0.0034756296922354353
381342,0.0023957755297190643
381343,0.0018155079003082332
381344,0.8098203107011687
381345,0.0021298805070572567
381346,0.12818358993723772
381347,0.6909972305529662
381348,0.008398865238468478
381349,0.0015164315265479376
381350,0.00233214211425659
381351,0.7561030754498901
381352,0.003522399957850934
381353,0.671289159188145
381354,0.0027614295885686068
381355,0.0029940154917257127
381356,0.001387150806463568
381357,0.0019186961366868868
381358,0.0042707387797377965
381359,0.693829776880361
381360,0.5087010247866403
381361,0.002994464514866376
381362,0.1958474530316417
381363,0.11241117416019765
381364,0.001988880849678917
381365,0.8173860355154222
381366,0.7357076197988085
381367,0.5245631450878314
381368,0.005295354026223372
381369,0.8378210210646856
381370,0.004417581676368961
381371,0.6806376042699892
381372,0.6424391827335447
381373,0.001729436890700444
381374,0.6351235836067892
381375,0.0016064367008660843
381376,0.7710441915867842
381377,0.05380783338190293
381378,0.7632316135202997
381379,0.46556389754084476
381380,0.002647380080848687
381381,0.7739383077525726
381382,0.7715204402185077
381383,0.0019669499575306155
381384,0.7530625967788183
381385,0.5010867015016744
381386,0.7027114748599187
381387,0.8020402890745666
381388,0.7871302851032133
381389,0.6884696643479283
381390,0.48752460960572364
381391,0.6591049994235764
381392,0.7662560394719219
381393,0.0013651184051753495
381394,0.0026786973326513182
381395,0.3186378799370923
381396,0.0020646973548836696
381397,0.005340686457626926
381398,0.002090371289729974
381399,0.0010785932486044997
381400,0.007462850535577467
381401,0.12346245696001051
381402,0.7210063633307073
381403,0.007237996973886553
381404,0.26003508704072414
381405,0.6962215169890038
381406,0.8596538210147356
381407,0.8117727528016686
381408,0.5345080486852049
381409,0.10612630368669751
381410,0.004168816895388667
381411,0.5288046217469097
381412,0.2719164899947092
381413,0.39072733964278694
381414,0.6655167537051904
381415,0.015857830096221655
381416,0.0019110084691803418
381417,0.7634386418895719
381418,0.002478957788866383
381419,0.0037567795743453946
381420,0.002053054942726268
381421,0.7424730563237698
381422,0.441532498750876
381423,0.7542773706770121
381424,0.006277336672724448
381425,0.8187696570484153
381426,0.03581627443562988
381427,0.0022923578635367777
381428,0.5808820100004733
381429,0.7886585000208575
381430,0.5802725427095462
381431,0.20679553143845203
381432,0.6446624846550482
381433,0.7515360099589786
381434,0.002916371820825078
381435,0.6380763531248327
381436,0.7341270399520733
381437,0.5394801954842725
